Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC..20.30.cm.,CaCO3..20.30.cm.,Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,LC_modif_2018,LC1_2009
0-20 cm,47862690,4.1,4.81,8.73,12.4,3,NA,1.1,101.9,,NA,NA,NA,AT,AT1,AT11,AT113,47.15023795,16.13421178,06-07-18,291,C23,U120,Woodland,Other coniferous woodland,Forestry,C20,C20
